SSN,Public,Na,Mg,Al,P,S,Cl,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,As,Se,Br,Rb,Sr,Y,Zr,Mo,Ba,La,Ce,Pr,Nd,Sm,Hf,Ta,W,Hg,Pb,Bi,Th
icr007910,True,23504.0,5575.0,46787.2,50.6,45.7,61.6,38783.4,4256.3,4.4,2622.1,23.0,21.2,263.2,17479.4,0.7,8.0,9.1,24.2,12.4,0.3,883.0,6.1,112.4,281.9,5.5,24.7,184.5,5083.9,484.9,63.5,0.9,7.3,9.1,5.5,3.1,2.0,0.2,36.7,0.1,3.3
icr007911,True,18845.8,5575.0,48317.2,50.6,45.7,92.0,34348.1,3243.6,4.4,2664.9,22.3,24.0,195.5,20853.9,0.7,9.3,9.6,25.4,11.9,0.3,881.7,6.2,106.3,233.0,5.0,24.6,184.5,4405.3,597.3,66.5,0.7,7.4,13.8,3.5,3.5,2.6,0.2,24.5,0.1,6.7
icr007928,True,19272.9,5575.0,34763.1,50.6,45.7,170.8,16825.7,7293.6,4.4,1613.8,18.7,33.2,156.8,10769.9,0.7,12.5,7.1,19.6,7.7,0.3,885.6,5.8,41.2,146.9,6.7,24.7,184.5,3041.2,318.8,37.7,1.0,8.9,4.9,4.3,1.8,0.2,0.3,18.6,0.1,3.2
icr007929,True,20065.8,5575.0,33391.7,50.6,45.7,141.5,14487.1,7691.5,4.4,1601.7,17.9,30.8,146.4,11319.6,0.7,12.7,7.4,19.7,7.7,0.3,885.0,4.2,38.4,135.7,6.6,24.7,184.5,2854.5,351.7,41.3,1.0,6.6,5.0,2.8,1.7,0.2,0.2,17.0,0.1,3.9
icr007949,True,21930.8,5575.0,29920.0,50.6,45.7,82.7,21360.2,1849.6,4.4,1444.1,9.5,9.1,395.7,6450.9,0.7,6.0,5.5,14.4,6.4,0.3,882.4,3.7,49.4,76.9,3.6,25.2,184.5,3388.2,141.7,23.3,0.8,3.5,1.0,7.2,1.3,0.2,0.2,27.3,0.3,2.5
icr007950,True,20935.4,5575.0,31012.1,50.6,45.7,50.0,19266.6,2021.8,4.4,1505.4,11.9,14.6,415.9,7571.9,0.7,6.9,7.1,15.3,6.8,0.3,884.3,6.1,47.3,75.3,3.7,24.7,184.5,3017.8,181.6,26.4,0.6,3.6,1.7,6.5,1.5,0.2,0.2,25.6,0.2,2.7
icr007967,True,17504.0,5575.0,63149.4,50.6,45.7,94.4,11571.1,4339.2,4.4,3281.0,35.3,58.3,280.8,27491.3,0.7,31.9,10.8,27.2,14.7,0.3,881.7,11.9,75.9,120.5,9.6,24.7,184.5,952.8,954.9,127.7,1.3,19.1,16.4,1.7,4.2,0.2,0.2,29.9,0.1,19.1
icr007968,True,17757.3,5575.0,75522.6,50.6,45.7,186.5,8562.3,2608.0,4.4,3444.0,40.8,63.9,194.8,32531.5,0.7,40.1,12.1,28.9,18.9,0.3,887.6,12.3,80.0,76.3,10.4,38.3,184.5,820.7,1108.2,123.7,0.7,7.7,23.5,4.1,3.7,0.2,0.2,37.9,0.1,25.8
icr007987,True,16069.6,5575.0,57218.7,50.6,45.7,196.5,13117.4,3762.7,4.4,2985.1,30.8,62.4,164.8,26675.9,0.7,38.1,13.1,25.2,12.1,0.3,888.9,10.4,68.5,103.6,9.1,24.7,184.5,845.3,934.0,113.9,0.7,8.8,16.1,2.5,4.4,0.2,0.2,21.1,0.1,18.7
icr007988,True,16743.4,5575.0,52497.7,50.6,45.7,263.9,12933.9,3273.5,4.4,2709.4,28.7,61.9,139.8,24989.3,0.7,34.8,12.5,26.5,11.3,0.3,886.9,8.4,65.3,95.6,6.8,24.7,184.5,973.6,837.6,100.0,0.7,10.2,15.8,2.2,4.6,0.2,0.2,19.4,0.1,17.3
icr008007,True,19057.2,5575.0,41380.3,50.6,45.7,120.9,10470.5,4921.2,4.4,1985.2,19.3,20.4,182.5,14864.5,0.7,11.0,10.0,19.4,10.0,0.3,886.9,6.8,43.6,95.2,5.3,24.7,184.5,1081.5,465.6,65.5,0.9,4.8,9.0,2.6,2.8,0.2,0.2,16.8,0.1,4.2
icr008008,True,19474.2,5575.0,48989.5,50.6,45.7,137.8,10145.9,3732.2,4.4,2406.0,23.8,26.1,169.4,19297.7,0.7,15.3,11.5,22.3,12.7,0.3,881.7,12.4,53.7,82.0,6.2,24.7,184.5,725.8,603.5,71.4,0.8,2.7,11.9,2.6,3.5,0.2,0.2,18.1,0.1,8.4
icr008027,True,21603.3,5575.0,19191.9,50.6,45.7,194.9,14474.3,4630.1,4.4,841.2,7.0,24.0,148.8,4315.2,0.7,6.9,3.3,10.9,4.1,0.3,880.4,1.7,27.8,110.7,1.5,24.7,184.5,2011.0,108.1,13.9,0.7,3.2,0.7,4.7,0.9,0.2,0.2,12.4,0.1,1.7
icr008028,True,20090.5,5575.0,20884.6,50.6,45.7,184.8,15169.8,4529.1,4.4,1009.1,7.9,30.5,117.1,5069.9,0.7,7.1,3.3,11.4,4.2,0.3,885.0,1.9,29.7,109.0,2.3,24.7,184.5,2068.9,131.5,16.6,0.7,3.7,0.8,6.1,1.1,0.2,0.2,13.0,0.1,1.7
icr009918,True,16616.3,5575.0,39259.2,697.7,45.7,38.7,2971.3,2662.2,3.7,2909.0,50.4,70.0,1370.0,33677.8,0.7,36.9,26.3,66.9,9.3,0.3,879.8,12.8,38.8,19.2,8.5,39.4,184.5,692.9,1201.5,86.5,0.7,22.3,24.3,0.2,1.9,0.2,0.2,26.9,0.1,38.8
icr009919,True,17210.9,5575.0,38886.2,471.7,45.7,50.1,2683.3,1696.2,4.4,3316.9,60.9,74.6,1496.3,37704.7,0.7,46.9,29.7,69.6,10.9,0.3,879.8,12.5,41.8,15.9,12.7,47.3,184.5,1080.7,1327.7,85.3,0.7,17.2,28.6,0.2,1.0,0.2,0.2,34.7,0.1,42.9
icr009938,True,15833.7,5575.0,46704.1,307.9,45.7,113.1,1048.2,484.6,17.4,8267.0,106.9,39.2,910.2,53645.5,0.7,29.1,37.5,36.7,11.9,0.3,883.7,7.0,44.4,12.1,14.8,160.6,184.5,72.5,2193.2,92.0,0.7,30.6,0.9,1.3,2.9,0.2,0.2,70.9,6.8,98.8
icr009939,True,14366.4,5575.0,42659.0,296.9,45.7,111.0,864.8,212.0,19.8,7742.3,96.3,34.0,809.8,49892.2,0.7,26.6,33.9,33.7,11.5,0.3,887.6,4.8,39.0,10.1,15.2,137.4,184.5,49.3,2017.1,92.3,0.7,30.6,15.5,1.3,2.9,0.2,0.2,63.9,6.2,91.5
icr009958,True,15720.7,5575.0,44512.2,302.9,45.7,72.3,1436.0,722.9,13.3,7726.5,86.5,39.7,853.8,47944.1,0.7,32.5,28.6,39.2,11.4,0.3,881.7,7.5,41.6,16.0,18.6,143.4,184.5,88.7,1970.2,117.2,0.8,33.2,26.0,2.1,2.6,0.2,0.2,58.5,5.4,79.4
icr009959,True,16959.4,5575.0,45986.5,223.9,45.7,61.6,1314.6,166.8,23.9,6972.7,74.2,43.9,734.5,50507.2,0.7,36.1,29.9,39.4,12.6,0.3,883.7,5.1,42.5,13.7,21.6,147.4,184.5,52.7,1828.8,112.3,0.7,33.0,0.9,1.6,3.4,0.2,0.2,69.2,4.3,85.7
icr009978,True,19595.1,5575.0,44802.8,123.0,45.7,40.1,2938.9,265.1,10.1,5107.2,74.8,95.3,1392.7,42325.1,0.9,49.5,46.2,42.3,11.7,0.3,888.2,3.5,41.4,8.6,12.8,87.9,184.5,313.9,1571.1,61.9,0.7,32.3,32.8,0.2,3.1,0.2,0.2,57.6,1.2,65.0
icr009979,True,16793.5,5575.0,54827.9,77.2,45.7,137.1,2692.2,128.2,16.8,5282.2,83.6,97.4,1251.4,46308.1,0.7,54.9,53.9,45.3,13.7,0.3,879.8,1.0,43.5,7.3,13.4,128.8,184.5,84.9,1490.7,77.1,0.7,27.5,36.5,1.0,3.2,0.2,0.2,65.0,1.4,69.8
icr009998,True,15495.1,5575.0,45667.4,436.6,45.7,73.6,494.5,322.9,24.5,8116.0,111.5,35.4,1485.4,57600.8,0.7,30.3,38.9,43.9,11.0,0.3,883.0,7.6,45.7,11.3,30.3,158.5,184.5,38.7,2318.2,98.1,0.8,49.9,0.9,0.4,2.6,0.2,0.2,90.1,6.1,112.7
icr009999,True,15845.2,5575.0,47846.6,302.1,45.7,98.9,490.3,124.0,33.3,10603.0,140.7,45.7,1611.0,69093.4,0.7,34.5,44.1,49.4,12.5,0.3,884.3,8.1,57.3,11.2,30.2,228.2,184.5,37.7,2785.0,108.0,0.7,41.1,0.9,1.4,4.0,0.2,0.2,120.8,10.4,145.9
icr010018,True,17738.7,5575.0,46411.5,388.2,45.7,64.0,510.4,379.7,19.3,10382.1,107.4,46.5,1054.9,57418.1,0.7,42.0,37.6,45.1,12.2,0.3,887.6,8.1,45.9,14.5,24.8,168.7,184.5,56.3,2530.8,105.7,0.7,35.4,0.9,3.5,3.4,0.2,0.2,85.1,10.1,111.8
icr010019,True,16291.2,5575.0,45285.1,251.2,45.7,129.1,428.9,119.2,22.2,10580.4,97.7,44.2,980.5,57186.0,0.7,41.0,35.9,39.3,11.9,0.3,883.7,7.6,44.6,12.1,23.0,163.2,184.5,62.2,2506.1,104.4,0.7,30.7,0.9,2.0,3.6,0.2,0.2,87.1,10.5,111.7
icr010038,True,16659.0,5575.0,60322.9,286.7,45.7,111.7,5963.9,2668.3,5.0,13212.3,152.2,128.6,1481.2,76700.5,0.7,110.3,47.7,69.2,11.2,0.3,879.8,3.7,91.5,30.9,24.8,313.3,184.5,108.4,3267.0,112.3,0.7,25.7,39.2,2.2,5.2,0.2,0.2,109.9,13.4,176.0
icr010039,True,17371.1,5575.0,67652.8,261.3,45.7,157.4,4430.9,1473.1,17.2,9616.8,128.4,119.7,1153.0,76047.3,0.7,129.1,51.5,70.7,12.9,0.3,883.0,2.0,86.8,21.8,23.7,271.1,184.5,561.6,2998.4,154.9,0.7,32.1,0.9,0.3,3.9,0.2,0.2,102.3,7.9,170.5
icr010058,True,16441.3,5575.0,46812.9,371.2,45.7,33.9,576.3,774.2,23.2,11669.7,89.2,42.9,1178.6,61345.4,0.7,40.3,34.6,52.7,12.3,0.3,883.7,9.3,48.8,19.5,26.8,227.3,184.5,63.3,2723.1,110.4,0.7,43.8,16.4,2.5,3.4,0.2,0.2,97.0,11.7,120.9
icr010059,True,17489.8,5575.0,44564.6,272.5,45.7,134.9,451.0,173.1,23.6,12283.2,106.7,38.8,1105.9,61492.6,0.7,38.7,33.3,51.7,12.3,0.3,885.0,9.3,50.7,17.0,23.5,215.8,184.5,63.8,2796.4,128.1,1.0,32.9,15.6,3.6,4.2,0.2,0.2,102.8,13.6,128.3
icr010078,True,14715.6,5575.0,46839.8,490.1,45.7,155.7,657.0,680.4,20.8,8959.5,107.3,33.6,1201.8,58298.1,0.7,40.2,53.1,40.0,12.1,0.3,885.0,7.1,48.5,14.2,31.6,176.9,184.5,50.0,2463.7,89.8,0.7,43.8,0.9,0.4,2.3,0.2,0.2,89.5,7.3,116.8
icr010079,True,13883.1,5575.0,48507.2,340.6,45.7,179.7,604.0,222.5,26.7,12622.0,147.4,37.3,1226.1,67758.1,0.7,42.4,56.2,44.9,12.8,0.3,885.6,6.8,56.6,11.8,28.1,228.4,184.5,63.6,2894.2,101.9,0.7,29.0,0.9,1.1,3.6,0.2,0.2,108.0,13.4,141.4
icr010098,True,16133.2,5575.0,52406.0,236.2,45.7,50.6,633.8,1206.5,14.3,11919.1,151.8,61.9,1542.7,69655.3,0.8,67.9,62.0,47.4,12.3,0.3,885.6,8.5,63.2,12.6,32.3,281.7,184.5,56.7,3023.6,103.3,0.7,50.4,0.9,1.1,3.1,0.2,0.2,114.1,12.8,160.2
icr010099,True,17969.3,5575.0,53101.8,201.2,45.7,134.8,503.7,328.7,36.0,13945.6,174.9,67.7,1634.8,75834.4,1.1,71.6,62.6,48.8,12.6,0.3,881.1,7.7,71.6,9.5,33.8,280.7,184.5,53.4,3368.2,126.0,0.7,37.8,0.9,0.9,3.3,0.2,0.2,137.4,17.9,186.0
icr010118,True,12588.4,5575.0,55275.9,255.0,45.7,88.6,477.5,587.3,23.0,11660.1,119.5,77.3,1775.8,64166.6,2.1,96.5,49.1,40.1,12.5,0.3,885.6,6.8,53.6,9.9,25.2,221.4,184.5,49.9,2723.3,96.8,0.7,47.5,18.7,2.3,2.5,0.2,0.2,109.0,13.2,138.6
icr010119,True,14786.1,5575.0,54453.9,178.7,45.7,226.7,444.8,171.6,24.0,12678.0,118.9,85.6,1867.9,68961.6,2.0,109.5,52.3,42.3,13.4,0.3,883.0,5.1,59.9,7.9,26.3,265.1,184.5,53.7,2974.9,106.3,0.7,33.0,17.1,2.0,2.8,0.2,0.2,129.9,14.9,154.8
icr010138,True,13881.8,5575.0,40813.5,364.2,45.7,154.6,1026.7,344.8,14.5,9628.7,94.2,28.0,1168.6,54354.4,0.7,31.2,35.7,44.0,10.2,0.3,886.3,5.3,50.1,12.4,22.1,156.8,184.5,63.4,2372.3,113.3,1.0,37.9,44.5,2.1,3.7,0.2,0.2,85.4,9.4,114.2
icr010139,True,15443.9,5575.0,43696.3,288.5,45.7,130.1,814.8,144.1,18.0,9834.1,102.2,27.0,1059.7,55668.2,0.7,32.0,36.3,42.7,11.3,0.3,879.1,4.5,45.2,12.0,22.0,166.7,184.5,48.1,2368.9,100.8,0.7,35.7,17.4,1.9,3.3,0.2,0.2,80.8,9.0,107.1
icr010158,True,15361.1,5575.0,38514.1,567.9,45.7,95.9,3209.6,1322.5,8.5,7761.9,98.4,43.4,1504.8,51854.6,1.0,27.9,35.8,50.7,9.0,0.3,883.7,1.7,50.5,17.0,28.6,140.4,184.5,341.8,2103.0,144.5,1.4,32.8,40.0,0.4,2.8,0.2,0.2,69.6,3.8,80.2
icr010159,True,15646.5,5575.0,50394.8,548.5,45.7,213.6,3408.9,700.0,11.6,7403.1,90.2,44.7,1372.2,57322.3,0.7,37.1,45.6,56.8,11.1,0.3,885.0,0.4,61.3,20.5,34.2,149.9,184.5,1711.6,2092.1,134.2,0.8,15.2,32.3,0.4,3.3,0.2,0.2,100.2,4.6,94.7
icr010178,True,14743.5,5575.0,40159.6,470.4,45.7,217.1,2572.9,691.7,12.3,12811.3,64.9,20.5,1596.4,56736.0,0.7,20.1,26.6,57.5,9.9,0.3,885.6,1.4,61.5,27.0,46.5,202.8,184.5,17.6,2378.5,153.9,0.8,7.4,46.9,3.8,4.1,0.2,0.2,96.3,11.7,92.4
icr010179,True,18449.9,5575.0,39305.2,452.5,45.7,180.4,1863.9,419.7,12.6,12839.9,133.6,8.3,1280.0,59520.7,0.7,23.7,27.3,60.8,11.4,0.3,889.5,0.6,65.9,28.5,47.3,178.1,184.5,699.7,2520.0,145.3,0.9,27.6,37.8,8.5,3.1,0.2,0.2,107.3,13.7,111.4
icr010198,True,15381.6,5575.0,45999.9,302.2,45.7,26.4,1392.3,370.4,17.4,10066.9,50.5,22.0,1584.0,53480.8,0.7,27.0,29.1,53.3,12.3,0.3,885.0,4.3,50.2,28.2,42.0,198.1,184.5,17.6,2265.7,135.3,0.7,40.1,44.8,2.9,3.7,0.2,0.2,94.8,8.8,91.6
icr010199,True,16666.7,5575.0,46979.8,393.8,45.7,242.4,1397.4,366.5,21.5,8951.0,46.9,22.1,1554.9,51576.4,0.7,26.8,28.1,50.9,12.5,0.3,885.0,4.4,46.1,27.8,40.9,156.5,184.5,17.6,2026.5,152.6,0.7,36.9,43.3,1.7,3.2,0.2,0.2,88.7,6.7,80.9
icr010218,True,17076.7,5575.0,40707.0,203.6,45.7,117.5,6550.6,882.4,8.1,6110.5,38.1,52.5,1523.8,44006.9,0.7,33.1,31.7,58.5,8.4,0.3,881.7,1.5,56.1,13.6,32.3,97.1,184.5,1743.0,1644.2,131.4,0.7,22.3,34.0,1.3,3.9,0.2,0.2,64.3,1.9,59.9
icr010219,True,19560.8,5575.0,46993.5,83.8,45.7,223.5,5922.9,619.1,12.4,6607.8,46.6,58.8,1332.0,50475.5,0.7,42.8,37.8,64.2,10.2,0.3,885.6,0.5,65.2,12.8,34.8,154.3,184.5,986.5,1867.8,117.0,0.7,13.4,41.1,2.2,5.1,0.2,0.2,77.3,3.5,77.3
icr010335,True,22415.3,5575.0,26556.4,50.6,45.7,80.0,6932.5,1499.8,4.4,2987.1,28.6,47.0,182.8,15482.4,0.7,13.1,14.3,11.8,4.5,0.3,886.3,2.6,36.7,35.1,14.3,24.7,184.5,55.0,540.8,57.7,0.8,2.7,9.7,2.6,3.0,0.2,0.2,9.8,0.1,6.0
icr010336,True,22304.8,5575.0,42129.2,50.6,45.7,183.2,7637.1,3134.0,4.4,3703.6,46.2,79.3,293.6,25842.9,0.7,22.7,22.6,20.1,8.2,0.3,884.3,4.2,55.7,46.9,14.5,26.9,184.5,641.6,882.3,92.2,0.9,10.7,17.6,2.3,4.1,0.2,0.2,22.7,0.1,15.3
icr010355,True,21196.6,5575.0,40777.1,50.6,45.7,95.7,11179.6,2753.0,4.4,4422.8,44.6,62.8,305.3,24704.9,0.7,21.9,20.5,18.6,7.7,0.3,881.7,1.5,59.9,56.1,23.9,24.7,184.5,198.2,822.9,87.9,0.7,9.6,15.5,4.5,4.3,0.2,0.2,21.4,0.1,11.7
icr010356,True,21972.5,5575.0,43832.7,50.6,45.7,64.1,11221.9,3105.1,4.4,4284.8,53.2,72.0,318.1,27581.7,0.7,24.4,23.0,21.2,8.4,0.3,879.1,0.8,66.4,58.7,21.5,49.6,184.5,211.8,925.8,97.5,0.7,9.9,18.3,4.3,5.2,0.2,0.2,27.2,0.1,17.0
icr010375,True,24609.8,5575.0,24128.5,50.6,45.7,92.0,9673.5,1393.9,4.4,3850.5,25.8,48.1,226.4,16261.5,0.7,11.0,11.4,11.6,4.2,0.3,884.3,1.2,42.3,44.9,14.5,23.2,184.5,132.5,604.4,66.5,0.7,8.0,9.1,7.9,3.8,0.2,0.2,18.2,0.1,6.8
icr010376,True,24522.2,5575.0,31677.7,50.6,45.7,88.1,9521.7,1501.2,4.4,3814.1,34.6,51.7,227.1,21569.1,0.7,15.7,13.9,12.9,5.9,0.3,885.0,1.3,52.3,47.2,16.7,29.3,184.5,115.4,774.6,80.1,0.7,8.1,14.4,6.4,4.8,0.2,0.2,23.0,0.1,11.0
icr010395,True,22185.1,5575.0,38160.9,50.6,45.7,104.3,11400.9,3595.6,4.4,4151.8,38.0,53.2,306.0,25301.2,0.7,20.1,14.9,15.9,7.6,0.3,882.4,2.5,65.3,63.9,16.8,30.5,184.5,706.3,891.8,102.3,0.7,10.3,16.5,6.7,5.2,0.2,0.2,27.6,0.1,16.5
icr010396,True,23379.8,5575.0,34994.3,50.6,45.7,44.9,11682.1,3050.8,4.4,4358.3,30.8,53.0,268.7,22293.0,0.7,17.3,13.6,14.5,6.1,0.3,881.7,2.4,58.7,59.9,18.9,26.8,184.5,385.2,800.4,87.3,0.9,5.7,13.5,8.7,4.7,0.2,0.2,22.6,0.1,10.7
icr010415,True,25534.8,5575.0,49469.1,50.6,45.7,97.3,15275.5,2405.8,4.4,5407.3,68.5,94.9,265.1,33050.4,0.7,32.0,29.9,45.5,12.0,0.3,879.1,0.2,104.9,65.3,21.0,61.7,184.5,727.3,1200.8,124.9,0.7,5.4,21.8,4.0,6.6,0.5,0.2,40.2,0.9,26.2
icr010416,True,19945.0,5575.0,48709.7,50.6,45.7,113.1,13822.0,2535.9,4.4,4506.8,52.2,76.0,244.7,27952.5,0.7,27.4,25.2,38.4,9.4,0.3,880.4,0.4,84.4,55.0,16.5,28.1,184.5,721.4,990.7,104.3,0.7,9.9,18.8,2.8,6.0,0.2,0.2,28.2,0.2,18.7
icr010435,True,22539.4,5575.0,36161.0,50.6,45.7,30.4,10398.2,1325.9,4.4,3477.6,28.4,45.6,179.7,18839.4,0.7,15.7,12.4,14.6,6.3,0.3,887.6,1.9,52.5,43.2,14.0,24.7,184.5,130.9,673.8,70.1,0.7,7.1,12.2,5.7,4.7,0.2,0.2,17.3,0.1,7.8
icr010436,True,22083.6,5575.0,44701.1,50.6,45.7,34.8,11486.3,1488.7,4.4,3952.5,40.5,63.8,193.8,26857.9,0.7,21.8,16.5,18.3,8.9,0.3,881.7,2.0,69.4,51.6,13.3,24.7,184.5,133.6,912.1,85.5,0.7,4.0,18.5,4.2,6.0,0.4,0.2,29.5,0.1,15.7
icr010455,True,24716.1,5575.0,41517.8,50.6,45.7,40.0,17606.0,2698.7,4.4,4548.1,42.0,70.6,756.3,38271.8,0.7,23.5,20.7,22.0,7.3,0.3,885.6,1.9,91.4,82.3,18.1,52.6,184.5,2263.8,1306.0,152.2,0.7,8.1,27.1,4.2,8.1,1.5,0.2,68.6,0.3,34.3
icr010456,True,18453.9,5575.0,49470.0,50.6,45.7,46.6,16252.6,2328.6,4.4,4519.9,57.7,108.7,1000.6,55279.7,0.7,31.0,24.2,21.9,8.3,0.3,884.3,1.0,111.5,80.9,16.0,100.9,184.5,2247.4,1832.7,202.6,0.7,14.2,44.1,2.7,10.5,2.3,0.2,122.0,0.7,80.0
icr010475,True,22719.7,5575.0,28401.3,50.6,45.7,37.5,9892.0,1362.9,4.4,4144.3,29.6,55.2,221.1,20874.4,0.7,13.9,12.7,13.2,5.2,0.3,886.3,1.5,48.9,47.7,15.7,38.5,184.5,150.2,741.8,73.1,0.7,5.2,13.7,9.2,4.5,0.2,0.2,20.3,0.1,9.4
icr010476,True,21945.3,5575.0,39749.9,50.6,45.7,44.7,9947.5,1622.5,4.4,4087.7,36.7,60.1,216.1,25346.4,0.7,19.2,14.5,13.9,7.0,0.3,886.9,1.2,58.9,50.5,18.4,28.3,184.5,112.8,890.9,87.7,0.7,8.0,17.7,5.9,5.3,0.2,0.2,26.0,0.1,15.3
icr010495,True,25756.6,5575.0,29355.3,50.6,45.7,38.8,10081.0,4192.1,4.4,4039.1,32.9,45.8,452.6,19993.7,0.7,17.0,16.1,17.7,5.0,0.3,882.4,1.7,46.5,47.9,17.1,24.7,184.5,479.5,700.5,82.7,1.9,8.2,11.4,7.1,3.3,0.2,0.2,17.7,0.1,8.0
icr010496,True,25513.8,5575.0,30791.3,46.7,45.7,52.0,10293.0,8976.7,4.4,3849.7,34.9,44.5,530.1,20674.7,0.7,17.6,16.9,18.8,5.5,0.3,885.0,0.3,46.9,57.0,12.5,24.7,184.5,1120.4,724.6,90.9,0.8,11.4,12.0,4.2,3.4,0.2,0.4,18.8,0.1,8.9
icr010515,True,22824.1,5575.0,33762.6,50.6,45.7,123.9,9730.6,939.1,4.4,3962.3,33.9,54.4,130.6,20834.8,0.7,16.1,12.2,13.6,6.4,0.3,882.4,2.7,51.3,38.2,17.3,27.0,184.5,80.3,722.3,66.8,0.7,2.6,14.4,7.4,4.7,0.2,0.2,19.4,0.1,9.6
icr010516,True,23424.2,5575.0,44717.6,50.6,45.7,149.7,10485.5,1043.2,4.4,4241.7,43.2,69.9,127.3,28468.9,0.7,24.5,16.2,20.2,10.5,0.3,880.1,3.5,72.1,44.5,13.8,49.8,184.5,85.1,973.5,89.3,0.7,6.1,20.1,6.0,5.9,0.3,0.2,32.1,0.1,20.3
icr010535,True,21220.7,5575.0,46403.1,50.6,45.7,108.2,19213.6,2678.1,4.4,4117.1,38.8,71.3,390.3,32896.7,0.7,23.7,18.0,20.6,8.6,0.3,887.9,2.3,89.6,95.5,21.1,24.7,184.5,1854.0,1073.8,118.7,0.7,3.7,23.7,5.4,7.2,1.6,0.2,45.8,0.1,23.8
icr010536,True,17143.1,5575.0,59578.7,50.6,100.1,123.1,17352.7,4255.8,4.4,3915.6,46.0,84.3,661.9,45104.2,0.7,32.7,22.0,24.4,11.1,0.3,887.9,1.2,101.8,102.3,16.7,24.7,184.5,2725.7,1399.6,142.0,0.7,10.5,34.1,4.3,7.7,1.5,0.2,73.7,0.1,48.8
icr010555,True,24202.9,5575.0,33752.6,50.6,45.7,134.9,13758.4,1514.1,4.4,3607.9,23.2,44.2,233.7,17403.3,0.7,12.2,11.5,14.8,5.6,0.3,880.1,1.5,55.2,56.0,12.7,27.0,184.5,503.3,586.9,66.2,1.5,7.0,9.8,6.7,4.2,0.2,0.2,15.8,0.1,7.4
icr010556,True,24109.9,5575.0,43093.9,50.6,45.7,118.2,13107.0,1832.6,4.4,3397.0,29.2,52.3,223.4,23843.7,0.7,19.3,14.3,19.1,8.3,0.3,884.0,1.5,67.5,57.7,11.8,24.7,184.5,1097.0,785.4,80.2,1.2,5.4,16.6,3.6,4.8,0.4,0.2,21.3,0.1,11.9
icr010575,True,21837.1,5575.0,33645.4,50.6,45.7,100.5,9044.0,1409.7,4.4,3406.6,31.4,45.4,208.9,19371.1,0.7,16.3,12.1,15.2,6.6,0.3,888.2,1.8,48.1,37.6,12.9,24.1,184.5,130.6,658.0,66.5,0.7,7.5,12.7,5.1,3.7,0.2,0.2,15.7,0.1,7.6
icr010576,True,22097.5,5575.0,34026.0,50.6,45.7,66.6,9469.3,1619.2,4.4,3416.0,30.6,50.1,279.4,20329.9,0.7,16.9,13.5,16.0,6.7,0.3,883.7,1.1,49.1,39.3,10.8,24.7,184.5,549.5,679.3,70.8,0.9,5.2,13.5,4.7,4.2,0.2,0.2,21.7,0.2,10.6
icr010595,True,20187.6,5575.0,27285.8,50.6,112.0,144.1,11715.1,1925.1,4.4,3640.1,26.4,44.8,247.3,18352.0,0.7,13.5,11.6,14.8,5.0,0.3,885.0,1.3,50.2,51.3,16.3,31.3,184.5,834.5,621.8,65.5,0.9,4.7,11.3,4.8,3.8,0.2,0.2,23.6,0.1,10.6
icr010596,True,19430.4,5575.0,28906.2,50.6,45.7,113.3,11751.3,1661.5,4.4,3584.9,27.9,43.2,270.9,18101.7,0.7,14.3,12.8,15.3,5.4,0.3,881.7,1.4,52.0,47.8,15.0,27.0,184.5,808.6,649.5,73.4,0.8,9.1,10.7,5.2,3.7,0.3,0.2,16.1,0.1,8.3
icr010615,True,20879.3,5575.0,30904.6,50.6,45.7,116.9,12273.9,1727.9,4.4,3688.7,27.6,49.1,232.0,19884.1,0.7,15.0,12.6,14.7,5.8,0.3,885.0,1.5,56.3,54.9,14.0,20.2,184.5,406.1,705.7,76.0,1.0,4.9,12.5,6.5,4.4,0.2,0.2,20.3,0.1,9.2
icr010616,True,19434.0,5575.0,32838.8,50.6,232.6,83.4,11312.2,2321.7,4.4,3529.5,31.5,49.6,238.8,22973.9,0.7,17.1,12.5,15.0,6.5,0.3,883.0,1.5,57.9,59.6,12.4,24.7,184.5,739.7,780.7,85.3,0.9,5.1,15.4,4.9,4.7,0.2,0.2,27.8,0.1,16.2
icr010635,True,24573.6,5575.0,30321.5,50.6,45.7,53.0,10775.2,1458.6,4.4,3758.7,32.0,45.5,249.0,18413.8,0.7,14.4,12.3,14.4,5.8,0.3,881.7,1.0,49.7,45.8,13.5,24.8,184.5,234.8,652.7,76.1,0.9,8.1,10.3,8.7,4.0,0.2,0.2,24.7,0.3,10.3
icr010636,True,26001.0,5575.0,30077.3,50.6,45.7,67.3,9923.2,1238.0,4.4,3724.3,33.5,53.9,186.9,19645.3,0.7,16.7,12.0,14.9,6.9,0.3,885.6,1.4,54.0,43.1,15.0,24.7,184.5,154.3,727.5,73.9,0.7,1.5,12.5,7.1,4.4,0.3,0.2,18.6,0.1,9.8
icr010687,True,19171.9,5575.0,31042.6,50.6,45.7,105.6,5975.5,1776.3,4.4,3884.9,40.4,58.8,188.0,25648.0,0.7,16.1,12.2,13.7,5.9,0.3,883.7,0.3,36.6,27.4,16.8,29.1,184.5,17.6,921.7,82.3,0.7,6.6,18.9,3.9,4.1,0.2,0.2,24.6,0.1,17.6
