SSN,Public,Latitude,Longitude,Cluster,Plot,Depth,Soil material,Scientist,Site,Country,Region,Cultivated,Gid
icr006493,True,-6.0639400000000006,36.4405,3,1,sub,Pan.3.1.Subsoil.Std fine soil,Tor Gunnar Vagen,Pandambili,Tanzania,East Africa,False,604
icr074932,True,-19.3415,22.0791,16,1,sub,Guma.16.1.Subsoil.Std fine soil,L.T.Desta,Gumare,Botswana,,,1843
icr055903,True,-13.09985,28.43995333,2,1,sub,Fise.2.1.Subsoil.Std fine soil,L.T.Desta,Fisenge,Zambia,South Africa,False,1008
icr025074,True,-6.91894484,34.23665237,13,1,top,,Tor Vagen,Itende,Tanzania,East Africa,False,464
icr042868,True,10.477555,-13.40055167,5,1,sub,Fria.5.1.Subsoil.Std fine soil,Jerome Tondoh,Fria,Guinea,West Africa,,1248
icr072616,True,-16.24470833,14.88468667,2,1,top,Muco.2.1.Topsoil.Std fine soil,L.T.Desta,Mucope,Angola,South Africa,,1565
icr049458,True,-22.82643,35.336955,15,1,sub,Chic.15.1.Subsoil.Std fine soil,Lulseged Tamene,Chiculecule,Mozambique,South Africa,False,845
icr075410,True,-17.852,31.8612,5,1,top,Chiq.5.1.Topsoil.Std fine soil,L.T.Desta,Chiqumbakwe,Zimbabwe,,,1852
icr042266,True,-1.68765497,35.8539772,16,1,sub,Mori.16.1.Subsoil.Std fine soil,Leigh wenoweicki,Morijo,Kenya,East Africa,,1238
icr010456,True,14.82445833,-11.00853333,7,1,sub,Kon.7.1.Subsoil.Std fine soil,Jerome Tondoh,Kontela,Mali,West Africa,False,219
icr011067,True,10.90327833,-3.576025,2,7,top,Bon.2.7.Topsoil.Std fine soil,Jerome Tondoh,Bondigui,Burkina Faso,West Africa,,79
icr024918,True,-6.86510992,34.18169403,4,1,sub,,Tor Vagen,Itende,Tanzania,East Africa,False,450
icr075391,True,-17.7845,31.8373,4,2,sub,Chiq.4.2.Subsoil.Std fine soil,L.T.Desta,Chiqumbakwe,Zimbabwe,,,1851
icr068301,True,13.41907833,1.7866083330000002,11,2,top,Nyal.11.2.Topsoil.Std fine soil,Jerome Tondoh,Nyalagari,Niger,West Africa,,1459
icr072526,True,-7.333075,15.76078667,15,1,sub,Sanz.15.1.Subsoil.Std fine soil,L.T.Desta,Sanza Pompo,Angola,South Africa,,1560
icr037902,True,5.30427333,10.249175,8,8,sub,Bana.8.8.Subsoil.Std fine soil,Jerome Tondoh,Bana,Cameroon,West Africa,,1158
icr055802,True,-9.20711,29.6942,13,1,top,Chil.13.1.Topsoil.Std fine soil,L.T.Desta,Chilende,Zambia,,False,999
icr056241,True,-16.06627833,28.260995,3,1,sub,Mong.3.1.Subsoil.Std fine soil,L.T.Desta,Monga,Zambia,South Africa,False,1041
icr050374,True,-16.17446833,39.00523333,13,1,top,Mart.13.1.Topsoil.Std fine soil,Lulseged Tamene,Martinho,Mozambique,South Africa,True,904
icr007790,True,-5.31900215,37.45064163,4,1,top,Kib.4.1.Topsoil.Std fine soil,Tor Gunnar Vagen,Kiberashi,Tanzania,East Africa,False,171
icr068161,True,13.43555333,1.738738333,4,2,top,Nyal.4.2.Topsoil.Std fine soil,Jerome Tondoh,Nyalagari,Niger,West Africa,,1445
icr014588,True,-11.64765,34.24794167,10,1,top,Nkh.10.1.Topsoil.Std fine soil,L.T.Desta,Nkhata Bay,Malawi,South Africa,,103
icr014509,True,-11.636035,34.225515,6,1,sub,Nkh.6.1.Subsoil.Std fine soil,L.T.Desta,Nkhata Bay,Malawi,South Africa,,525
icr049152,True,-29.9329,22.7803,15,2,top,Prie.15.2.Topsoil.Std fine soil,George Van Zijl,Prieska,South Africa,South Africa,False,810
icr050095,True,-24.190955,34.40507,15,1,sub,Mass.15.1.Subsoil.Std fine soil,Lulseged Tamene,Massuque,Mozambique,South Africa,False,1398
icr072525,True,-7.333075,15.76078667,15,1,top,Sanz.15.1.Topsoil.Std fine soil,L.T.Desta,Sanza Pompo,Angola,South Africa,,1559
icr010118,True,-11.07940006,35.16930008,11,1,top,Mbi.11.1.Topsoil.Std fine soil,Leigh Winoweicki,Mbinga,Tanzania,East Africa,False,23
icr054564,True,1.462205,31.507475,9,1,top,Hoim.9.1.Topsoil.Std fine soil, Leigh Winowiecki ,Hoima,Uganda,East Africa,True,960
icr048993,True,-29.9487,22.7115,2,6,sub,Prie.2.6.Subsoil.Std fine soil,George Van Zijl,Prieska,South Africa,South Africa,False,791
icr062353,True,-18.2763,48.7363,12,1,top,Didy.12.1.Topsoil.Std fine soil,Leigh Winowieck,Didy,Madagascar,,,1356
icr042947,True,10.47709,-13.37363833,9,1,sub,Fria.9.1.Subsoil.Std fine soil,Jerome Tondoh,Fria,Guinea,West Africa,,1256
icr037807,True,5.30309333,10.22817,4,1,top,Bana.4.1.Topsoil.Std fine soil,Jerome Tondoh,Bana,Cameroon,West Africa,,1149
icr030258,True,8.57747841,35.04580688,13,1,top,,Tor Vagen,Dambidolo,Ethiopia,East Africa,False,495
icr033393,True,-0.102418,38.9889183,3,2,sub,Mbal.3.2.Subsoil.Std fine soil,Leigh Winowiecki,Mbalambala,Kenya,East Africa,,1077
icr033466,True,-0.14825299,39.0405426,9,1,top,Mbal.9.1.Topsoil.Std fine soil,Leigh Winowiecki,Mbalambala,Kenya,East Africa,,1086
icr073649,True,-19.425122,28.724613,1,1,top,Keni.1.1.Topsoil.Std fine soil,L.T.Desta,Kenilworth,Zimbabwe,South Africa,,1756
icr072816,True,-16.203565,14.92257333,12,1,top,Muco.12.1.Topsoil.Std fine soil,L.T.Desta,Mucope,Angola,South Africa,,1585
icr007770,True,-5.33404493,37.45391846,3,1,top,Kib.3.1.Topsoil.Std fine soil,Tor Gunnar Vagen,Kiberashi,Tanzania,East Africa,False,169
icr070247,True,9.241345,5.689193333,8,6,sub,Kuti.8.6.Subsoil.Std fine soil,Jerom Tondoh,Kutigi,Nigeria,West Africa,,1515
icr049736,True,-18.048055,36.86693667,13,1,sub,Ihas.13.1.Subsoil.Std fine soil,Lulseged Tamene,Ihassunge,Mozambique,South Africa,False,873
icr054437,True,1.45866,31.46679667,1,1,top,Hoim.1.1.Topsoil.Std fine soil, Leigh Winowiecki ,Hoima,Uganda,East Africa,False,944
icr056200,True,-16.113185,28.26820667,1,1,top,Mong.1.1.Topsoil.Std fine soil,L.T.Desta,Monga,Zambia,South Africa,False,1036
icr010808,True,12.49110333,-6.314946667,7,2,top,Kol.7.2.Topsoil.Std fine soil,Jerome Tondoh,Koloko,Mali,West Africa,False,35
icr073088,True,-11.70184,15.905035,8,1,top,Bimb.8.1.Topsoil.Std fine soil,L.T.Desta,Bimbe,Angola,South Africa,,1609
icr074249,True,-18.0683,29.4841,16,1,sub,Gamb.16.1.Subsoil.Std fine soil,L.T.Desta,Gambisa,Zimbabwe,,False,1722
icr068265,True,13.371465,1.779663333,9,4,top,Nyal.9.4.Topsoil.Std fine soil,Jerome Tondoh,Nyalagari,Niger,West Africa,,1455
icr021084,True,-8.07075501,37.33062744,13,1,sub,Kid.13.1.Subsoil.Std fine soil,Leigh Winoweicki,Kidatu,Tanzania,East Africa,False,375
icr042790,True,10.47201667,-13.424075,1,2,top,Fria.1.2.Topsoil.Std fine soil,Jerome Tondoh,Fria,Guinea,West Africa,,1239
icr072326,True,-7.373935,15.719655,5,1,top,Sanz.5.1.Topsoil.Std fine soil,L.T.Desta,Sanza Pompo,Angola,South Africa,,1540
icr054360,True,0.55428702,32.31141281,12,1,top,Nama.12.1.Topsoil.Std fine soil, Leigh Winowiecki ,Namasuba,Uganda,East Africa,True,933
icr070113,True,9.166063333,5.678096667,1,4,sub,Kuti.1.4.Subsoil.Std fine soil,Jerom Tondoh,Kutigi,Nigeria,West Africa,,1503
icr015157,True,10.87777,-2.6616883330000003,6,1,top,Lam.6.1.Topsoil.Std fine soil,Jerome Tondoh,Lambussie,Ghana,West Africa,True,118
icr048943,True,-29.7993,23.9782,15,1,top,Hope.15.1.Topsoil.Std fine soil,George Van Zijl,Hopetown,South Africa,,,1331
icr006055,True,-6.86175203,36.11831284,8,1,top,Chi.8.1.Topsoil.Std fine soil,Tor Gunnar Vagen,Chinyanghuku,Tanzania,East Africa,False,7
icr075956,True,-15.845438,26.164093,15,1,top,Musu.15.1.Topsoil.Std fine soil,L.T.Desta,Musungwa,Zambia,South Africa,False,18251
icr056260,True,-16.04487667,28.25742667,4,1,top,Mong.4.1.Topsoil.Std fine soil,L.T.Desta,Monga,Zambia,South Africa,False,1042
icr012088,True,-2.99145794,33.07735062,16,1,sub,Buk.16.1.Subsoil.Std fine soil,Leigh Winoweicki,Bukwaya,Tanzania,East Africa,True,268
icr070010,True,14.87538667,-7.795621667000001,12,1,sub,Tamb.12.1.Subsoil.Std fine soil,Jerom Tondoh,Tambabougou,Mali,West Africa,,1746
icr012044,True,-3.06005502,33.08431244,13,1,sub,Buk.13.1.Subsoil.Std fine soil,Leigh Winoweicki,Bukwaya,Tanzania,East Africa,True,265
icr007751,True,-5.35250807,37.44896698,2,1,sub,Kib.2.1.Subsoil.Std fine soil,Tor Gunnar Vagen,Kiberashi,Tanzania,East Africa,False,168
icr048549,True,-27.5634,30.0408,7,2,top,Mada.7.2.Topsoil.Std fine soil,George Van Zijl,Madadeni,South Africa,South Africa,False,765
icr038189,True,11.2826004,39.59399414,6,1,top,Kuta.6.1.Topsoil.Std fine soil,Leigh Wenoicki,Kutaber,Ethiopia,East Africa,True,733
icr074711,True,-19.4158,22.0395,5,1,top,Guma.5.1.Topsoil.Std fine soil,L.T.Desta,Gumare,Botswana,,,1821
icr034283,True,7.00485667,9.30729,2,1,sub,Kats.2.1.Subsoil.Std fine soil,Jerome Tondoh,Katsina ala,Nigeria,West Africa,True,662
icr056142,True,-13.10194667,28.50299833,14,1,sub,Fise.14.1.Subsoil.Std fine soil,L.T.Desta,Fisenge,Zambia,South Africa,False,1031
icr011864,True,-3.00909805,33.01538086,3,1,sub,Buk.3.1.Subsoil.Std fine soil,Leigh Winoweicki,Bukwaya,Tanzania,East Africa,True,255
icr056162,True,-13.08635167,28.509135,15,1,sub,Fise.15.1.Subsoil.Std fine soil,L.T.Desta,Fisenge,Zambia,South Africa,True,1033
icr056021,True,-13.065403,28.473107,8,1,top,Fise.8.1.Topsoil.Std fine soil,L.T.Desta,Fisenge,Zambia,South Africa,True,1019
icr050115,True,-24.175445,34.399384999999995,16,1,sub,Mass.16.1.Subsoil.Std fine soil,Lulseged Tamene,Massuque,Mozambique,South Africa,False,1400
icr034011,True,8.12667833,9.880528332999999,6,1,sub,Ibi.6.1.Subsoil.Std fine soil,Jerome Tondoh,Ibi,Nigeria,West Africa,False,640
icr049875,True,-24.16954833,34.328109999999995,4,1,top,Mass.4.1.Topsoil.Std fine soil,Lulseged Tamene,Massuque,Mozambique,South Africa,False,1375
icr049178,True,-22.86955833,35.26938,1,1,sub,Chic.1.1.Subsoil.Std fine soil,Lulseged Tamene,Chiculecule,Mozambique,South Africa,True,817
icr054470,True,1.507103333,31.4679,3,1,sub,Hoim.3.1.Subsoil.Std fine soil, Leigh Winowiecki ,Hoima,Uganda,East Africa,True,949
icr068399,True,13.43122,1.799123333,16,1,top,Nyal.16.1.Topsoil.Std fine soil,Jerome Tondoh,Nyalagari,Niger,West Africa,,1469
icr062156,True,-18.3172,48.6883,2,1,sub,Didy.2.1.Subsoil.Std fine soil,Leigh Winowieck,Didy,Madagascar,,,1337
icr006165,True,-6.88443995,36.16698837,15,2,sub,Chi.15.2.Subsoil.Std fine soil,Tor Gunnar Vagen,Chinyanghuku,Tanzania,East Africa,False,139
icr010946,True,12.47028667,-6.265613332999999,14,1,sub,Kol.14.1.Subsoil.Std fine soil,Jerome Tondoh,Koloko,Mali,West Africa,True,250
icr014568,True,-11.65377833,34.24810833,9,1,top,Nkh.9.1.Topsoil.Std fine soil,L.T.Desta,Nkhata Bay,Malawi,South Africa,,102
icr073938,True,-19.373928,28.786663,16,1,sub,Keni.16.1.Subsoil.Std fine soil,L.T.Desta,Kenilworth,Zimbabwe,South Africa,,1784
icr043230,True,11.92195167,-13.15272167,6,2,top,Boum.6.2.Topsoil.Std fine soil,Jerome Tondoh,Boumeoul,Guinea,West Africa,,1281
icr034653,True,6.768445,4.625046667,3,1,top,Imor.3.1.Topsoil.Std fine soil,Jerome Tondoh,Imorun,Nigeria,West Africa,True,696
icr073918,True,-19.392763,28.802128000000003,15,1,sub,Keni.15.1.Subsoil.Std fine soil,L.T.Desta,Kenilworth,Zimbabwe,South Africa,,1782
icr072246,True,-7.37775,15.68749167,1,1,top,Sanz.1.1.Topsoil.Std fine soil,L.T.Desta,Sanza Pompo,Angola,South Africa,,1531
icr056061,True,-13.11281167,28.485475,10,1,top,Fise.10.1.Topsoil.Std fine soil,L.T.Desta,Fisenge,Zambia,South Africa,True,1023
icr038274,True,11.28393459,39.61522293,10,6,sub,Kuta.10.6.Subsoil.Std fine soil,Leigh Wenoicki,Kutaber,Ethiopia,East Africa,False,741
icr075877,True,-15.84979333,26.140195,11,1,sub,Musu.11.1.Subsoil.Std fine soil,L.T.Desta,Musungwa,Zambia,South Africa,False,1428
icr011843,True,-3.0296979,33.01520157,2,2,top,Buk.2.2.Topsoil.Std fine soil,Leigh Winoweicki,Bukwaya,Tanzania,East Africa,False,46
icr054238,True,0.49764001,32.28783798,5,1,top,Nama.5.1.Topsoil.Std fine soil, Leigh Winowiecki ,Namasuba,Uganda,East Africa,False,919
icr014983,True,-15.98191167,35.36489667,13,2,top,Thu.13.2.Topsoil.Std fine soil,L.T.Desta,Thuchila,Malawi,South Africa,True,73
icr020908,True,-8.00080681,37.27236938,4,1,top,Kid.4.1.Topsoil.Std fine soil,Leigh Winoweicki,Kidatu,Tanzania,East Africa,False,355
icr011979,True,-3.05848002,33.06501389,9,3,sub,Buk.9.3.Subsoil.Std fine soil,Leigh Winoweicki,Bukwaya,Tanzania,East Africa,False,261
icr049695,True,-18.00459167,36.84410833,11,1,top,Ihas.11.1.Topsoil.Std fine soil,Lulseged Tamene,Ihassunge,Mozambique,South Africa,True,868
icr042062,True,-1.74951005,35.79748917,5,2,top,Mori.5.2.Topsoil.Std fine soil,Leigh wenoweicki,Morijo,Kenya,East Africa,,1215
icr030144,True,8.62714481,35.00778198,7,1,sub,,Tor Vagen,Dambidolo,Ethiopia,East Africa,True,484
icr030297,True,8.62918758,35.05138397,15,1,sub,,Tor Vagen,Dambidolo,Ethiopia,East Africa,True,500
icr042153,True,-1.73084498,35.81271362,10,1,sub,Mori.10.1.Subsoil.Std fine soil,Leigh wenoweicki,Morijo,Kenya,East Africa,,1226
icr011281,True,10.89882833,-3.513665,14,1,top,Bon.14.1.Topsoil.Std fine soil,Jerome Tondoh,Bondigui,Burkina Faso,West Africa,,91
icr050295,True,-16.178185,38.99062167,9,1,sub,Mart.9.1.Subsoil.Std fine soil,Lulseged Tamene,Martinho,Mozambique,South Africa,False,897
icr070308,True,9.237658332999999,5.717488333,12,1,top,Kuti.12.1.Topsoil.Std fine soil,Jerom Tondoh,Kutigi,Nigeria,West Africa,,1522
icr075626,True,-17.7865,31.9016,16,1,top,Chiq.16.1.Topsoil.Std fine soil,L.T.Desta,Chiqumbakwe,Zimbabwe,,,1874
icr014448,True,-11.61566833,34.20503833,3,1,top,Nkh.3.1.Topsoil.Std fine soil,L.T.Desta,Nkhata Bay,Malawi,South Africa,,96
icr034461,True,7.03131,9.35504,11,2,top,Kats.11.2.Topsoil.Std fine soil,Jerome Tondoh,Katsina ala,Nigeria,West Africa,True,679
icr049217,True,-22.83018333,35.27128833,3,1,top,Chic.3.1.Topsoil.Std fine soil,Lulseged Tamene,Chiculecule,Mozambique,South Africa,False,820
icr037788,True,5.28236667,10.22913667,3,1,sub,Bana.3.1.Subsoil.Std fine soil,Jerome Tondoh,Bana,Cameroon,West Africa,,1148
icr034171,True,8.132995,9.929275,14,1,sub,Ibi.14.1.Subsoil.Std fine soil,Jerome Tondoh,Ibi,Nigeria,West Africa,True,654
icr033657,True,4.21533012,38.26117706,4,1,sub,Mega.4.1.Subsoil.Std fine soil,Leigh Wenoiwecki,Mega,Ethiopia,East Africa,,576
icr048503,True,-27.5477,30.0232,4,1,top,Mada.4.1.Topsoil.Std fine soil,George Van Zijl,Madadeni,South Africa,South Africa,False,759
icr011922,True,-3.03815293,33.04239655,6,1,sub,Buk.6.1.Subsoil.Std fine soil,Leigh Winoweicki,Bukwaya,Tanzania,East Africa,True,258
icr010038,True,-11.07940006,35.15179825,7,1,top,Mbi.7.1.Topsoil.Std fine soil,Leigh Winoweicki,Mbinga,Tanzania,East Africa,False,19
icr037646,True,11.27255333,-5.464043332999999,13,1,top,Fink.13.1.Topsoil.Std fine soil,Jerome Tondoh,Finnkolo,Mali,West Africa,,1135
icr006745,True,-6.0537300000000025,36.5135,16,1,sub,Pan.16.1.Subsoil.Std fine soil,Tor Gunnar Vagen,Pandambili,Tanzania,East Africa,False,164
icr023333,True,-13.37075167,35.50440167,12,1,top,Mak.12.1.Topsoil.Std fine soil,Dr L.T.Desta,Macassangila,Mozambique,South Africa,True,403
icr062335,True,-18.2968,48.7352,11,1,sub,Didy.11.1.Subsoil.Std fine soil,Leigh Winowieck,Didy,Madagascar,,,1355
icr042190,True,-1.68407798,35.8180542,12,1,sub,Mori.12.1.Subsoil.Std fine soil,Leigh wenoweicki,Morijo,Kenya,East Africa,,1230
icr037417,True,11.27548333,-5.5312,1,3,top,Fink.1.3.Topsoil.Std fine soil,Jerome Tondoh,Finnkolo,Mali,West Africa,,1402
icr007910,True,-5.36247683,37.49689102,10,1,top,Kib.10.1.Topsoil.Std fine soil,Tor Gunnar Vagen,Kiberashi,Tanzania,East Africa,False,179
icr049218,True,-22.83018333,35.27128833,3,1,sub,Chic.3.1.Subsoil.Std fine soil,Lulseged Tamene,Chiculecule,Mozambique,South Africa,False,821
icr054619,True,1.526595,31.51443,12,1,sub,Hoim.12.1.Subsoil.Std fine soil, Leigh Winowiecki ,Hoima,Uganda,East Africa,True,967
icr015572,True,6.75536333,-1.295706667,8,1,top,Kub.8.1.Topsoil.Std fine soil,Jerom Tondoh,Kubeasi,Ghana,West Africa,True,299
icr015872,True,5.4200599999999985,-0.75521,7,2,top,Aju.7.2.Topsoil.Std fine soil,Jerome Tondoh,Ajumako,Ghana,West Africa,True,329
icr042135,True,-1.74763703,35.82118225,9,1,sub,Mori.9.1.Subsoil.Std fine soil,Leigh wenoweicki,Morijo,Kenya,East Africa,,1224
icr054388,True,0.51074201,32.33942032,14,1,sub,Nama.14.1.Subsoil.Std fine soil, Leigh Winowiecki ,Namasuba,Uganda,East Africa,True,939
icr075817,True,-15.830405,26.121272,8,1,sub,Musu.8.1.Subsoil.Std fine soil,L.T.Desta,Musungwa,Zambia,South Africa,False,1422
icr048741,True,-29.835,23.9142,1,1,sub,Hope.1.1.Subsoil.Std fine soil,George Van Zijl,Hopetown,South Africa,,,1303
icr072637,True,-16.21611333,14.88083,3,1,sub,Muco.3.1.Subsoil.Std fine soil,L.T.Desta,Mucope,Angola,South Africa,,1568
icr020848,True,-8.07403278,37.26938248,1,1,top,Kid.1.1.Topsoil.Std fine soil,Leigh Winoweicki,Kidatu,Tanzania,East Africa,False,349
icr074632,True,-19.4157,22.0154,1,1,sub,Guma.1.1.Subsoil.Std fine soil,L.T.Desta,Gumare,Botswana,,,1814
icr010926,True,12.44838333,-6.263188333,13,1,sub,Kol.13.1.Subsoil.Std fine soil,Jerome Tondoh,Koloko,Mali,West Africa,False,249
icr015733,True,6.75628667,-1.243568333,16,1,sub,Kub.16.1.Subsoil.Std fine soil,Jerom Tondoh,Kubeasi,Ghana,West Africa,True,316
icr005986,True,-6.86680222,36.09944916,4,2,sub,Chi.4.2.Subsoil.Std fine soil,Tor Gunnar Vagen,Chinyanghuku,Tanzania,East Africa,False,132
icr054457,True,1.473473333,31.46200667,2,2,sub,Hoim.2.2.Subsoil.Std fine soil, Leigh Winowiecki ,Hoima,Uganda,East Africa,False,947
icr075450,True,-17.8176,31.8616,7,2,top,Chiq.7.2.Topsoil.Std fine soil,L.T.Desta,Chiqumbakwe,Zimbabwe,,,1856
icr014903,True,-15.97414833,35.34251833,9,1,top,Thu.9.1.Topsoil.Std fine soil,L.T.Desta,Thuchila,Malawi,South Africa,True,69
icr074544,True,-21.7707,26.526,14,1,top,Paje.14.1.Topsoil.Std fine soil,L.T.Desta,Paje,Botswana,,,1807
icr010906,True,12.51425667,-6.280505000000002,12,1,sub,Kol.12.1.Subsoil.Std fine soil,Jerome Tondoh,Koloko,Mali,West Africa,True,248
icr042078,True,-1.73061001,35.80042267,6,1,top,Mori.6.1.Topsoil.Std fine soil,Leigh wenoweicki,Morijo,Kenya,East Africa,,1217
icr025056,True,-6.85391283,34.21279907,12,1,sub,,Tor Vagen,Itende,Tanzania,East Africa,False,463
icr073208,True,-11.75424667,15.95240333,14,1,top,Bimb.14.1.Topsoil.Std fine soil,L.T.Desta,Bimbe,Angola,South Africa,,1619
icr030336,True,9.57485485,42.66679382,1,3,sub,,Tor Vargen,Merar,Ethiopia,East Africa,,539
icr033546,True,-0.137943,39.05795670000001,14,1,sub,Mbal.14.1.Subsoil.Std fine soil,Leigh Winowiecki,Mbalambala,Kenya,East Africa,,1095
icr010636,True,14.84399167,-10.96401,16,1,sub,Kon.16.1.Subsoil.Std fine soil,Jerome Tondoh,Kontela,Mali,West Africa,False,236
icr068132,True,13.393575,1.735128333,2,7,sub,Nyal.2.7.Subsoil.Std fine soil,Jerome Tondoh,Nyalagari,Niger,West Africa,,1442
icr075696,True,-15.867407,26.098539,2,1,top,Musu.2.1.Topsoil.Std fine soil,L.T.Desta,Musungwa,Zambia,South Africa,False,1409
icr033732,True,4.2169199,38.28134918,8,1,top,Mega.8.1.Topsoil.Std fine soil,Leigh Wenoiwecki,Mega,Ethiopia,East Africa,,583
icr034131,True,8.16784833,9.90665,12,1,sub,Ibi.12.1.Subsoil.Std fine soil,Jerome Tondoh,Ibi,Nigeria,West Africa,True,650
icr037970,True,5.29722333,10.26682167,12,3,sub,Bana.12.3.Subsoil.Std fine soil,Jerome Tondoh,Bana,Cameroon,West Africa,,1166
icr048567,True,-27.535,30.0388,8,1,sub,Mada.8.1.Subsoil.Std fine soil,George Van Zijl,Madadeni,South Africa,South Africa,False,768
icr074470,True,-21.7756,26.5008,10,1,top,Paje.10.1.Topsoil.Std fine soil,L.T.Desta,Paje,Botswana,,,1803
icr038290,True,11.2998848,39.61911392,11,6,sub,Kuta.11.6.Subsoil.Std fine soil,Leigh Wenoicki,Kutaber,Ethiopia,East Africa,True,743
icr048504,True,-27.5477,30.0232,4,1,sub,Mada.4.1.Subsoil.Std fine soil,George Van Zijl,Madadeni,South Africa,South Africa,False,760
icr050275,True,-16.115579999999998,38.96545167,8,1,sub,Mart.8.1.Subsoil.Std fine soil,Lulseged Tamene,Martinho,Mozambique,South Africa,True,895
icr014628,True,-11.58774167,34.25251,12,1,top,Nkh.12.1.Topsoil.Std fine soil,L.T.Desta,Nkhata Bay,Malawi,South Africa,,105
icr042990,True,10.52136833,-13.38026167,11,3,top,Fria.11.3.Topsoil.Std fine soil,Jerome Tondoh,Fria,Guinea,West Africa,,1259
icr041759,True,-2.622082,39.53253555,7,1,top,Mara.7.1.Topsoil.Std fine soil,Leigh Wenoiwecki,Marafa,Kenya,East Africa,,1187
icr005965,True,-6.88353014,36.0907402,3,1,top,Chi.3.1.Topsoil.Std fine soil,Tor Gunnar Vagen,Chinyanghuku,Tanzania,East Africa,False,3
icr009938,True,-11.09962845,35.13019943,2,1,top,Mbi.2.1.Topsoil.Std fine soil,Leigh Winoweicki,Mbinga,Tanzania,East Africa,True,14
icr075916,True,-15.89698167,26.166365,13,1,top,Musu.13.1.Topsoil.Std fine soil,L.T.Desta,Musungwa,Zambia,South Africa,False,1431
icr048854,True,-29.8424,23.9545,9,3,top,Hope.9.3.Topsoil.Std fine soil,George Van Zijl,Hopetown,South Africa,,,1318
icr033733,True,4.2169199,38.28134918,8,1,sub,Mega.8.1.Subsoil.Std fine soil,Leigh Wenoiwecki,Mega,Ethiopia,East Africa,,584
icr048722,True,-27.545,30.0929,16,1,sub,Mada.16.1.Subsoil.Std fine soil,George Van Zijl,Madadeni,South Africa,South Africa,False,784
icr006571,True,-6.06997013,36.46458817,7,2,sub,Pan.7.2.Subsoil.Std fine soil,Tor Gunnar Vagen,Pandambili,Tanzania,East Africa,False,150
icr054419,True,0.56465697,32.33332062,16,1,sub,Nama.16.1.Subsoil.Std fine soil, Leigh Winowiecki ,Namasuba,Uganda,East Africa,True,943
icr010748,True,12.51337,-6.3217300000000005,4,1,sub,Kol.4.1.Subsoil.Std fine soil,Jerome Tondoh,Koloko,Mali,West Africa,True,240
icr010436,True,14.80017167,-11.01175833,6,1,sub,Kon.6.1.Subsoil.Std fine soil,Jerome Tondoh,Kontela,Mali,West Africa,True,217
icr074140,True,-18.1141,29.4552,10,1,top,Gamb.10.1.Topsoil.Std fine soil,L.T.Desta,Gambisa,Zimbabwe,,False,1709
icr062294,True,-18.349,48.7392,9,1,top,Didy.9.1.Topsoil.Std fine soil,Leigh Winowieck,Didy,Madagascar,,,1350
icr048824,True,-29.7962,23.9288,7,2,top,Hope.7.2.Topsoil.Std fine soil,George Van Zijl,Hopetown,South Africa,,,1314
icr010059,True,-11.05710316,35.15173721,8,1,sub,Mbi.8.1.Subsoil.Std fine soil,Leigh Winoweicki,Mbinga,Tanzania,East Africa,False,196
icr069969,True,14.83648167,-7.809873333,10,1,top,Tamb.10.1.Topsoil.Std fine soil,Jerom Tondoh,Tambabougou,Mali,West Africa,,1741
icr023434,True,-14.75066833,39.839635,1,1,sub,Chik.1.1.Subsoil.Std fine soil,Dr L.T.Desta,Chica_b,Mozambique,South Africa,False,414
icr034342,True,6.97599333,9.33337,5,1,top,Kats.5.1.Topsoil.Std fine soil,Jerome Tondoh,Katsina ala,Nigeria,West Africa,True,667
icr037768,True,5.26178333,10.22336667,2,1,sub,Bana.2.1.Subsoil.Std fine soil,Jerome Tondoh,Bana,Cameroon,West Africa,,1146
icr033890,True,4.20751286,38.32760239,16,1,top,Mega.16.1.Topsoil.Std fine soil,Leigh Wenoiwecki,Mega,Ethiopia,East Africa,,1108
icr037492,True,11.27253667,-5.513963333,5,1,sub,Fink.5.1.Subsoil.Std fine soil,Jerome Tondoh,Finnkolo,Mali,West Africa,,1120
icr006551,True,-6.08820009,36.46326065,6,1,sub,Pan.6.1.Subsoil.Std fine soil,Tor Gunnar Vagen,Pandambili,Tanzania,East Africa,False,149
icr015652,True,6.75881833,-1.269926667,12,1,top,Kub.12.1.Topsoil.Std fine soil,Jerom Tondoh,Kubeasi,Ghana,West Africa,True,307
