SSN,Public,EC,ExAc,ExBas,M3 Al,M3 B,M3 Ca,M3 Cu,M3 Fe,M3 K,M3 Mg,M3 Mn,M3 Na,M3 P,M3 S,M3 Zn,PH,PSI
icr007830,True,0.05,0.19,10.32096648,1548.0,0.6862,1281.0,1.0590000000000002,96.45,142.5,397.8,29.78,60.7,3.4530000000000003,11.88,2.422,5.7010000000000005,62.44336984
icr007831,True,0.046,0.28,10.80516645,1855.0,0.768,1220.0,1.107,74.36,67.56,516.8,13.41,60.1,1.616,9.324,2.902,5.809,144.85465530000005
icr007890,True,0.07,0.28,12.84316482,1262.0,0.9394,1693.0,1.08,119.8,584.5,332.0,134.9,32.08,40.34,9.262,2.65,6.4689999999999985,50.52413561
icr007891,True,0.08,0.28,13.50554693,1377.0,0.8714,1885.0,0.9395,120.3,402.0,357.2,133.8,23.08,10.33,10.62,2.864,6.228,64.79939574
icr007910,True,0.051,0.38,5.144421202,1003.0,0.2083,490.9,0.8278,131.2,229.2,240.0,49.09,27.66,8.495,9.379,1.5759999999999998,5.517,37.04550901
icr007949,True,0.031,0.29,4.849080182,889.2,0.1152,548.9,0.9507,89.68,49.45,224.1,129.0,28.99,7.093,9.957,0.863,5.558,26.72077399
icr007950,True,0.056,0.38,8.501635074,1175.0,0.2782,1055.0,1.826,148.8,115.0,337.6,214.9,32.76,8.571,12.89,1.248,5.693,31.26116413
icr007967,True,0.067,0.66,7.958381962000001,1776.0,0.5877,773.0,1.212,88.85,283.9,384.6,55.41,43.42,2.093,13.45,2.438,5.39,129.2080192
icr007968,True,0.061,0.48,12.37852022,1545.0,0.9378,1451.0,1.34,109.8,443.8,460.8,125.1,41.45,5.057,11.43,3.73,6.046,63.37668328
icr007987,True,0.063,0.48,10.19579457,1574.0,0.735,1015.0,1.262,106.5,450.8,467.4,64.32,24.16,4.456,10.33,2.329,6.238,77.03786738
icr007988,True,0.065,0.57,7.494121197999999,1467.0,0.5529,684.8,1.067,103.3,449.1,328.4,33.39,47.72,12.08,18.19,4.141,6.0120000000000005,87.24972969
icr008007,True,0.095,0.47,9.794590793,1253.0,0.5069,1246.0,1.124,153.7,376.9,290.4,47.71,46.15,145.0,10.91,2.798,5.9929999999999986,23.91229593
icr009918,True,0.075,0.2,13.33613263,2119.0,0.3327,1914.0,1.602,83.15,352.7,326.6,113.9,37.93,48.63,7.112,5.1960000000000015,6.159,231.2659362
icr009919,True,0.048,0.25,7.96575251,2129.0,0.2502,1194.0,3.342,149.3,118.9,171.7,156.3,62.71,21.63,7.308,2.971,5.722,245.3976858
icr009938,True,0.048,0.7,3.038272199,2304.0,0.1371,368.4,2.2,90.76,122.6,79.81,144.8,51.32,5.904,6.4510000000000005,1.102,5.619,263.9108398
icr009939,True,0.033,0.85,1.748858817,2363.0,0.1308,200.5,1.841,71.42,50.75,53.95,170.5,39.26,2.15,5.466,1.872,5.185,241.4906271
icr009958,True,0.041,0.75,4.658321215,2384.0,0.1358,589.4,1.52,66.57,171.3,120.0,120.2,64.74,5.746,7.169,1.951,5.745,283.4140705
icr009959,True,0.023,1.55,1.340213523,2179.0,0.1054,133.4,1.704,135.0,46.48,37.43,172.6,56.35,1.921,5.428,1.399,5.06,267.5673324
icr009978,True,0.026,1.05,2.6898450360000004,2201.0,0.1301,241.9,3.113,91.45,171.6,106.7,344.1,36.72,2.838,7.47,2.147,5.596,245.0764763
icr009979,True,0.024,0.65,2.075005337,1990.0,0.0662,133.3,2.543,99.97,135.0,102.2,447.0,50.28,0.633,5.027,1.501,5.322,243.9548013
icr009998,True,0.027000000000000003,2.4,1.941609541,2628.0,0.1132,215.8,1.475,76.35,94.03,44.08,190.4,59.3,10.8,7.143,1.941,5.2010000000000005,338.6243895
icr009999,True,0.017,1.8,1.048508592,2431.0,0.0067,124.0,2.015,88.69,23.2,25.31,207.4,36.8,2.423,5.3679999999999986,0.8440000000000001,5.2010000000000005,291.0873746000001
icr010018,True,0.021,1.8,1.818221133,2605.0,0.1116,248.2,1.27,84.17,36.63,33.64,106.2,47.27,8.19,6.419,1.314,5.43,352.730821
icr010019,True,0.019,1.9,1.1044842,2444.0,0.1159,109.0,1.6909999999999998,91.57,22.81,28.7,144.1,60.71,2.344,7.622000000000001,1.308,4.932,262.9879828
icr010038,True,0.057,0.1,12.25492993,1576.0,0.2289,1786.0,4.566,114.3,334.9,270.9,474.8,52.8,2.965,5.845,3.5,6.509,184.0569637
icr010039,True,0.034,0.1,7.877394833999999,1686.0,0.1184,1011.0,2.881,108.0,264.0,225.9,455.3,64.46,0.517,6.648,2.699,6.376,223.06348480000003
icr010058,True,0.048,1.6,3.6025569,2630.0,0.1138,471.9,0.9957,60.24,82.64,99.61,119.6,47.95,8.209,7.588999999999999,1.421,5.43,347.8851167
icr010059,True,0.022,1.95,1.11777668,2538.0,0.0452,122.9,1.405,92.62,29.41,27.39,107.2,46.39,2.883,4.79,0.8740000000000001,5.069,335.1591688000001
icr010078,True,0.034,1.0,3.625927438,2371.0,0.0638,466.2,2.687,67.42,71.8,106.5,178.8,53.16,11.18,5.9910000000000005,1.569,5.642,305.5717275
icr010079,True,0.023,1.3,1.607398966,2368.0,0.01,189.3,2.874,83.89,35.35,43.13,247.8,49.23,4.363,6.105,0.991,5.354,287.7097745000001
icr010098,True,0.045,0.5,5.996395923,2457.0,0.133,871.9,2.139,50.6,107.8,138.3,166.1,50.19,3.714,6.063,1.063,5.808,333.8643425
icr010099,True,0.039,0.7,2.034969796,2325.0,0.0306,265.2,3.188,74.79,39.38,46.4,312.4,51.7,1.3030000000000002,5.398,1.371,5.3870000000000005,295.2789569
icr010118,True,0.038,2.2,3.3748307580000003,2388.0,0.0839,467.4,2.762,102.4,48.28,83.58,298.0,51.43,3.194,6.591,1.337,5.29,346.72528910000005
icr010119,True,0.028,1.95,1.253401778,2242.0,0.0044,143.5,3.027,119.3,23.27,28.04,331.3,56.27,2.52,5.98,1.444,5.214,282.5773574
icr010138,True,0.042,1.25,2.516920082,2295.0,0.0624,251.2,2.061,111.6,151.9,80.68,211.7,47.3,14.04,6.214,1.414,5.579,264.3704292
icr010139,True,0.033,1.55,5.925644987,1449.0,0.1487,727.0,4.141,117.5,212.5,179.5,686.6,60.65,5.097,6.789,4.246,5.165,255.6695264
icr010158,True,0.107,0.15,7.175819661,1557.0,0.2062,1056.0,4.307,167.9,145.3,166.9,551.3,33.32,89.33,7.456,3.576,6.229,82.60876157
icr010159,True,0.065,0.05,4.849214538,1594.0,0.1379,612.8,3.367,177.3,151.7,138.0,442.5,59.05,49.52,6.37,2.492,6.134,110.8740389
icr010178,True,0.04,0.01,4.775238264,1653.0,0.0679,565.9,2.4330000000000003,154.2,136.6,165.6,480.4,52.39,26.4,6.2010000000000005,3.002,6.2879999999999985,116.5055482
icr010179,True,0.04,0.05,3.875864957,1515.0,0.0343,424.0,1.794,136.0,137.2,148.9,410.5,40.11,11.7,5.752999999999999,2.6860000000000004,6.055,135.5070674
icr010199,True,0.03,1.05,2.509634134,2081.0,0.01,279.9,1.709,82.02,96.69,80.32,330.7,45.78,4.506,6.601,1.262,5.559,248.5643302
icr010218,True,0.062,0.05,5.623199002000001,1477.0,0.1441,686.6,4.109,120.9,207.9,171.4,674.3,55.65,4.651,6.533,3.621,6.422999999999999,111.51847859999998
icr010219,True,0.046,0.05,4.845537549,1523.0,0.1794,529.0,3.087,117.3,231.2,161.7,612.4,62.76,0.747,5.596,3.454,6.263,143.9189437
icr010335,True,0.085,0.56,10.98296897,802.0,0.11,1139.0,2.2,165.0,154.0,538.0,70.0,103.0,1.45,7.0,1.02,6.65,30.03
icr010336,True,0.282,0.75,18.59992866,908.0,0.14,2055.0,2.49,156.0,78.0,788.0,78.0,371.0,0.39,9.0,0.92,7.12,55.87
icr010355,True,0.076,0.85,15.37902264,778.0,0.18,1988.0,2.36,128.0,170.0,575.0,67.0,58.0,2.22,7.0,1.7,6.85,44.5
icr010356,True,0.065,0.47,17.04093382,854.0,0.13,2244.0,2.83,144.0,145.0,630.0,63.0,56.0,0.84,7.0,1.3,6.51,63.38
icr010376,True,0.062,0.68,8.965969965,860.0,0.08,1131.0,1.57,141.0,81.0,334.0,80.0,79.0,1.56,6.0,0.9,5.91,56.99
icr010395,True,0.383,0.47,17.18829712,771.0,0.58,2655.0,1.57,108.0,142.0,398.0,104.0,60.0,3.71,21.0,1.59,7.72,49.44
icr010396,True,0.26,0.66,14.94305584,733.0,0.65,2233.0,1.51,110.0,183.0,370.0,104.0,58.0,7.62,11.0,1.36,7.74,34.98
icr010415,True,0.062,1.07,16.68131101,1004.0,0.07,1771.0,4.29,390.0,245.0,767.0,48.0,198.0,7.19,8.0,2.16,5.95,94.87
icr010416,True,0.103,0.94,17.50902686,886.0,0.12,1854.0,3.7,280.0,165.0,747.0,45.0,378.0,3.0,9.0,3.26,6.2,67.38
icr010435,True,0.15,0.56,9.536062015,915.0,0.22,1026.0,1.0,73.0,225.0,413.0,35.0,96.0,3.07,17.0,1.56,6.4,33.22
icr010436,True,0.239,1.03,11.62072827,1013.0,0.12,1205.0,1.09,107.0,148.0,555.0,55.0,145.0,1.48,21.0,1.01,5.96,54.75
icr010455,True,0.328,0.56,14.18751284,638.0,0.27,1624.0,2.33,109.0,209.0,589.0,164.0,153.0,2.15,16.0,1.43,7.0,35.47
icr010456,True,0.14400000000000002,0.38,14.62621483,831.0,0.14,1490.0,2.14,129.0,108.0,726.0,189.0,207.0,0.49,17.0,1.15,7.13,77.95
icr010475,True,0.07400000000000001,0.89,8.335050517,768.0,0.13,985.0,1.58,184.0,89.0,313.0,67.0,137.0,2.01,8.0,0.94,6.84,37.14
icr010476,True,0.116,0.71,11.47797965,773.0,0.2,1249.0,1.42,114.0,67.0,452.0,79.0,305.0,0.96,6.0,2.03,7.59,53.3
icr010495,True,0.45,0.28,18.473681600000006,668.0,0.22,2630.0,1.35,121.0,346.0,505.0,141.0,61.0,9.08,16.0,1.61,7.8,36.86
icr010496,True,0.413,0.19,29.27004692,530.0,0.11,4838.0,1.19,90.0,106.0,554.0,148.0,53.0,2.4,7.0,0.95,7.98,42.59
icr010515,True,0.138,1.22,6.434720572000001,1072.0,0.01,743.0,0.93,75.0,101.0,271.0,34.0,51.0,3.27,21.0,0.94,5.14,50.93
icr010516,True,0.255,1.5,7.808680962,1368.0,0.001,871.0,0.95,65.0,130.0,334.0,18.0,83.0,1.88,11.0,0.73,4.77,99.99
icr010535,True,0.14800000000000002,0.85,11.53649215,758.0,0.2,1176.0,1.64,133.0,86.0,490.0,93.0,319.0,1.47,14.0,0.59,7.36,45.22
icr010536,True,1.032,0.56,22.94152153,829.0,0.43,2135.0,1.54,111.0,64.0,911.0,118.0,1052.0,0.45,329.0,1.34,7.87,142.31
icr010555,True,0.064,0.66,7.25024804,945.0,0.05,847.0,1.52,248.0,87.0,279.0,92.0,112.0,2.0,6.0,2.18,6.61,35.23
icr010556,True,0.076,0.66,11.01000296,1088.0,0.11,1190.0,1.45,145.0,73.0,435.0,74.0,294.0,1.3,5.0,1.39,6.85,72.16
icr010575,True,0.229,0.75,10.2376813,1121.0,0.07,1248.0,1.22,92.0,99.0,401.0,83.0,99.0,4.1,20.0,0.88,5.72,51.32
icr010595,True,0.051,0.66,7.491597937000001,734.0,0.05,938.0,1.36,137.0,99.0,281.0,124.0,52.0,2.64,6.0,2.11,6.23,23.53
icr010596,True,0.044,0.75,9.927982182000001,1060.0,0.03,1203.0,1.64,111.0,81.0,410.0,115.0,73.0,2.19,10.0,2.53,6.14,48.88
icr010615,True,0.086,0.66,10.97875135,939.0,0.15,1051.0,1.62,224.0,102.0,560.0,56.0,192.0,1.66,9.0,1.02,6.9,46.47
icr010616,True,1.015,0.75,19.79591163,958.0,0.21,1845.0,1.66,161.0,65.0,937.0,64.0,612.0,0.46,421.0,4.39,7.13,78.19
icr010635,True,0.063,0.75,5.172735516,803.0,0.04,618.0,0.99,166.0,88.0,199.0,62.0,49.0,2.81,7.0,1.85,6.04,26.88
icr010636,True,0.048,1.41,8.165517427000001,1176.0,0.02,869.0,1.01,110.0,102.0,386.0,40.0,85.0,1.2,6.0,1.02,5.85,75.15
icr010687,True,0.051,0.56,14.26423358,1045.0,0.08,1381.0,1.85,254.0,116.0,833.0,48.0,41.0,2.26,6.0,1.25,6.52,68.05
icr010688,True,0.049,0.56,15.499721,857.0,0.06,1360.0,1.54,163.0,109.0,990.0,52.0,55.0,0.91,5.0,1.51,6.66,67.85
icr010708,True,0.065,0.47,10.78234343,826.0,0.11,1530.0,2.08,158.0,63.0,339.0,48.0,39.0,2.66,8.0,1.72,6.89,31.68
icr010727,True,0.046,0.66,4.964546617,1059.0,0.02,603.0,0.86,86.0,90.0,187.0,110.0,40.0,5.35,8.0,1.17,7.05,53.97
icr010728,True,0.021,2.23,1.875199953,1506.0,0.001,187.0,0.56,61.0,44.0,77.0,21.0,44.0,1.46,7.0,2.29,5.92,148.97
icr010747,True,0.146,0.66,8.159550527,652.0,0.18,1149.0,1.38,121.0,164.0,213.0,78.0,54.0,11.92,7.0,1.22,5.55,9.11
icr010748,True,0.155,0.56,10.16625182,1539.0,0.12,1428.0,1.78,121.0,162.0,295.0,62.0,40.0,13.15,12.0,1.25,7.08,66.93
icr010767,True,0.07,0.94,4.995662002,982.0,0.13,623.0,0.95,88.0,101.0,170.0,65.0,50.0,4.27,10.0,1.44,6.08,25.11
icr010768,True,0.042,0.75,5.137994441,1237.0,0.05,621.0,0.78,55.0,58.0,207.0,36.0,40.0,1.41,8.0,0.77,6.22,74.32
icr010788,True,0.103,0.39,16.91995287,1754.0,0.08,1798.0,1.87,63.0,77.0,841.0,16.0,180.0,1.43,49.0,0.97,6.98,173.46
icr010808,True,0.036000000000000004,0.75,4.514062692,1247.0,0.03,524.0,0.96,96.0,78.0,184.0,74.0,40.0,5.77,9.0,1.46,5.72,57.11
icr010809,True,0.02,1.88,2.470990679,1710.0,0.001,248.0,0.69,70.0,48.0,112.0,38.0,42.0,1.9,6.0,0.91,5.66,298.03
icr010826,True,0.04,1.22,7.760524719,1620.0,0.06,1067.0,1.88,204.0,87.0,235.0,80.0,60.0,3.51,9.0,0.94,5.69,93.62
icr010827,True,0.027000000000000003,1.22,6.65473875,1761.0,0.01,919.0,0.72,80.0,54.0,212.0,63.0,39.0,1.11,6.0,0.65,5.74,145.46
icr010845,True,0.071,0.47,4.77498383,587.0,0.03,592.0,1.73,204.0,68.0,177.0,51.0,41.0,4.86,7.0,1.9,6.59,0.48
icr010846,True,0.028,1.5,3.414905624,928.0,0.001,380.0,2.07,155.0,50.0,141.0,10.0,51.0,2.79,7.0,1.18,5.63,42.22
icr010865,True,0.065,0.56,12.95942751,1626.0,0.09,1705.0,2.49,101.0,233.0,435.0,73.0,56.0,2.97,9.0,1.56,6.03,117.38
icr010866,True,0.11,3.01,4.151499757,2462.0,0.001,551.0,0.55,42.0,60.0,122.0,4.0,54.0,2.76,7.0,0.82,4.8,237.01
icr010885,True,0.161,2.35,5.846555558,2539.0,0.04,818.0,1.0,67.0,79.0,166.0,7.0,42.0,4.21,10.0,1.35,4.83,230.86
icr010886,True,0.029,1.5,9.97245408,2445.0,0.02,1325.0,1.08,55.0,100.0,352.0,27.0,42.0,0.86,7.0,1.37,5.71,277.88
icr010905,True,0.052000000000000005,0.75,11.81605293,1928.0,0.17,1576.0,1.6,69.0,206.0,382.0,36.0,58.0,1.9,10.0,1.3,6.24,162.92
icr010906,True,0.033,2.44,7.023894337000001,2664.0,0.03,963.0,0.68,36.0,71.0,219.0,14.0,50.0,0.57,8.0,0.66,5.4,322.34
icr010925,True,0.038,0.75,10.86551658,1524.0,0.01,1361.0,4.32,414.0,222.0,400.0,26.0,43.0,4.64,7.0,2.02,5.66,88.07
icr010926,True,0.033,0.66,9.634692142999999,1144.0,0.001,1144.0,4.74,167.0,124.0,409.0,26.0,50.0,2.13,5.0,1.75,6.14,53.61
icr010945,True,0.058,0.56,6.597312042,673.0,0.1,966.0,1.5,105.0,81.0,163.0,82.0,49.0,5.38,7.0,0.97,6.74,8.2
icr010946,True,0.065,0.85,8.112699795,1037.0,0.05,1148.0,2.0,132.0,58.0,246.0,90.0,44.0,1.61,7.0,2.23,7.01,28.94
icr010965,True,0.037000000000000005,1.13,9.997809389,2081.0,0.04,1352.0,1.22,75.0,109.0,337.0,29.0,40.0,1.92,7.0,0.88,5.91,156.84
icr010966,True,0.024,1.79,6.47151952,3041.0,0.001,912.0,0.64,47.0,60.0,188.0,7.0,47.0,0.74,5.0,0.64,5.71,298.8
icr010985,True,0.036000000000000004,1.03,9.432576356,1863.0,0.1,1184.0,1.41,77.0,136.0,354.0,46.0,55.0,2.48,9.0,1.17,5.84,131.18
icr010986,True,0.023,1.6,7.110068694,2722.0,0.001,932.0,0.74,60.0,59.0,254.0,12.0,46.0,0.4,6.0,0.96,5.7,246.41
icr011824,True,0.064,1.344,3.72954074,498.2,0.197,549.9,1.044,109.4,102.6,86.55,157.3,0.5399,36.85,5.455,1.5519999999999998,6.886,-13.81225274
icr011825,True,0.055,0.672,3.3143439580000003,593.1,0.1089,452.0,0.7977,89.42,103.6,91.88,110.5,6.91,15.96,6.287000000000001,1.047,6.6610000000000005,-11.44964907
icr011843,True,0.055,1.536,2.655000708,436.1,0.0254,313.9,0.7383,195.2,55.39,84.47,40.9,56.52,5.081,4.98,1.101,6.039,-8.961524906000001
icr011844,True,0.049,1.344,1.969498594,344.3,0.0117,238.4,0.4785,203.8,40.89,57.76,19.65,44.98,4.797,5.433,0.7609999999999999,5.87,-3.115111592
icr011863,True,0.044,1.056,3.193113335,331.3,0.0501,448.8,0.6582,188.7,38.84,82.29,56.71,39.03,6.5870000000000015,5.127999999999999,0.867,6.232,-11.85721269
icr011864,True,0.048,0.96,4.376429002,381.0,0.0423,658.1,0.8944,210.6,28.98,90.28,57.5,61.11,3.698,4.907,0.484,6.144,9.379524174
icr011881,True,0.036000000000000004,1.248,1.072425039,282.2,0.0394,130.6,0.2042,79.8,42.89,36.72,19.34,1.44,8.097000000000001,3.901,0.5870000000000001,6.035,-17.39111241
icr011901,True,0.194,0.672,24.42512974,279.6,1.609,3696.0,1.742,106.9,257.1,634.7,118.2,9.69,270.7,12.81,10.61,8.164,-7.001235681
icr011902,True,0.141,0.768,11.41006062,395.3,0.8842,1725.0,1.262,118.1,174.8,278.8,102.9,7.79,118.0,7.53,4.456,7.881,-19.78673199
icr011921,True,0.075,0.768,10.64533867,595.7,0.2139,1629.0,2.275,309.0,92.68,230.2,151.8,82.99,6.379,8.492,0.858,6.313,18.60512122
icr011922,True,0.116,1.056,19.53843208,601.5,0.1736,3178.0,2.54,119.9,78.85,286.8,131.3,247.6,2.436,5.313,0.652,7.237999999999999,11.11308152
icr011941,True,0.078,0.96,4.607565566,401.5,0.0944,613.3,0.7541,142.0,47.91,124.3,43.89,89.99,4.03,6.54,1.152,6.705,-7.7774402139999985
icr011942,True,0.081,0.672,5.102502219,394.3,0.0644,701.5,0.7965,125.4,38.26,126.6,27.71,103.7,2.399,4.0539999999999985,0.907,6.871,-4.62967152
icr011960,True,0.187,0.672,11.71692953,332.1,0.7813,1653.0,1.254,155.1,279.7,295.7,83.97,67.34,109.8,14.72,6.209,7.7879999999999985,-13.85296057
icr011978,True,0.042,1.152,11.84411562,1270.0,0.3209,1404.0,10.47,103.9,77.62,553.9,381.4,11.02,0.485,7.104,0.8490000000000001,6.307,96.83428247
icr011979,True,0.048,1.248,11.59519535,1227.0,0.2188,1298.0,10.28,90.13,50.47,588.9,298.7,25.11,0.01,5.381,0.402,6.184,140.53026599999998
icr011990,True,0.303,0.8640000000000001,22.98228742,724.7,0.3028,3562.0,3.1830000000000003,236.5,86.07,431.6,127.5,318.6,12.04,9.152,1.43,7.536,10.08098235
icr011991,True,0.401,0.28800000000000003,40.75451111,400.9,0.5746,6639.0,3.335,67.21,71.14,484.6,163.4,775.7,6.2,9.939,1.008,8.586,63.89929915
icr012008,True,0.215,0.672,11.96085654,345.1,0.5067,1985.0,1.4069999999999998,127.4,102.1,179.3,102.8,67.37,22.88,7.037000000000001,1.744,7.8039999999999985,-6.919510298
icr012009,True,0.235,0.5760000000000001,28.20661474,397.8,0.6879,5050.0,2.353,62.97,72.24,299.2,139.9,68.8,4.884,8.443999999999999,1.084,8.007,10.28735037
icr012027,True,0.202,0.768,20.69771197,449.1,0.7676,3245.0,2.884,80.13,567.2,346.9,215.8,35.68,135.2,14.33,2.491,8.07,4.35418462
icr012028,True,0.246,0.192,44.80869534,241.8,0.8537,8049.0,2.694,30.75,240.5,422.7,292.2,104.7,27.49,18.55,1.449,8.189,29.84786922
icr012043,True,0.036000000000000004,1.056,7.731592167,1215.0,0.3943,912.6,3.395,86.22,251.6,297.9,93.2,14.52,4.224,13.0,1.803,6.016,79.33588455
icr012044,True,0.055,3.168,6.568562491000002,1410.0,0.2623,783.8,3.189,65.63,118.4,256.9,43.47,51.43,1.523,19.43,0.7859999999999999,4.947,125.9352888
icr012063,True,0.198,0.96,51.80634096,1111.0,0.6395,7480.0,4.471,125.6,347.7,1596.0,276.4,75.21,1.676,5.652,1.221,7.744,97.98167593
icr012064,True,0.25,0.96,51.56474837,1029.0,0.6785,7214.0,4.2360000000000015,115.4,278.5,1656.0,251.4,252.2,0.688,5.225,0.775,8.09,96.39331718
icr012083,True,0.115,0.8640000000000001,9.387258862000001,372.7,0.3324,1362.0,1.1740000000000002,101.8,218.7,232.9,130.9,21.42,173.1,8.072000000000001,36.51,7.285,114.0064106
icr012084,True,0.098,0.96,8.205698759,390.4,0.3344,1158.0,0.6522,118.2,242.4,208.7,83.36,16.32,228.1,8.038,17.05,7.138,-17.10668286
icr012087,True,0.076,1.152,8.090453287999999,830.5,0.2895,969.1,3.335,85.62,127.5,337.9,290.0,29.05,3.202,7.871,1.514,6.556,33.06946536
icr012088,True,0.055,1.152,10.15817161,1138.0,0.3095,1212.0,3.917,97.65,67.24,455.6,252.0,37.01,0.664,8.771,1.519,6.55,90.98460190000002
icr014743,True,0.053,0.873,3.385467851,462.3,0.1336,494.3,1.2009999999999998,160.7,96.42,73.76,165.1,13.29,25.94,4.897,1.356,6.174,8.101159548
icr014744,True,0.053,1.164,3.898157659,545.0,0.1584,570.8,1.704,158.8,79.32,92.49,198.8,17.69,10.12,5.813,1.489,6.425,15.62068208
icr014763,True,0.031,0.97,2.628561413,670.7,0.0804,349.0,0.6765,296.2,67.06,77.52,57.95,16.42,19.32,5.721,1.262,6.159,25.8826911
icr014764,True,0.035,1.649,3.621120395,1106.0,0.0373,445.0,1.163,244.0,52.93,136.0,26.27,31.46,9.59,4.648,1.135,5.64,37.26391938
icr014783,True,0.033,0.873,2.403550601,426.2,0.067,362.7,0.8811,133.4,38.41,55.08,100.3,8.42,10.4,4.3,1.164,6.001,62.14382861
icr014784,True,0.042,0.873,4.648017543,658.6,0.1139,678.0,1.385,117.7,45.38,120.9,100.3,32.84,3.953,4.914,0.7490000000000001,6.121,22.34361456
icr014803,True,0.042,0.97,6.411964575,888.2,0.1942,870.6,1.857,282.9,95.28,199.4,115.0,38.49,17.29,4.622,1.4380000000000002,6.3660000000000005,38.02021105
icr014804,True,0.078,0.873,12.12848957,1188.0,0.3205,1064.0,2.503,217.8,74.6,641.6,57.48,302.5,6.206,15.15,1.216,6.729,47.55043909
icr014823,True,0.039,0.485,8.846368054,889.9,0.2415,1355.0,3.839,224.0,91.59,215.6,128.2,12.72,8.532,4.772,1.098,6.2570000000000014,92.4330009
icr014824,True,0.031,1.261,9.180779713,1017.0,0.2584,1362.0,4.105,184.8,90.38,247.6,118.6,21.47,5.59,6.0120000000000005,0.871,6.43,65.65723592
icr014843,True,0.031,1.067,1.7835659680000002,510.1,0.0534,260.5,0.6759,168.8,29.5,43.84,112.2,9.96,31.65,3.899,1.016,6.053,85.34126538
icr014844,True,0.034,1.067,2.021033798,534.9,0.0853,288.8,0.6907,162.2,48.0,45.35,116.5,18.28,23.04,5.323,1.104,6.0870000000000015,22.55157114
icr014864,True,0.068,0.97,14.75595836,840.9,0.2041,1943.0,2.067,278.9,50.78,568.5,73.75,48.93,28.78,7.11,1.358,6.348,20.68096091
icr014883,True,0.058,1.067,11.32693059,1350.0,0.5932,1595.0,5.735,132.5,417.0,266.1,309.4,19.84,8.008,11.44,2.4730000000000003,6.283,37.34793217
icr014884,True,0.055,1.649,10.6800245,1398.0,0.6253,1530.0,5.559,141.2,251.1,278.0,289.5,20.77,2.279,7.631,1.071,6.2170000000000005,106.6735106
icr014903,True,0.071,0.5820000000000001,9.097410644,740.5,0.2787,1527.0,2.655,225.5,74.45,145.6,237.3,15.8,24.4,4.7189999999999985,1.915,6.928,137.1563892
icr014904,True,0.062,1.164,9.1633994,814.3,0.2165,1521.0,2.643,196.3,53.58,162.4,202.3,18.22,11.64,4.931,1.47,6.867000000000001,43.78963147
icr014923,True,0.058,1.067,7.786921097,967.0,0.2218,1117.0,2.605,287.2,159.2,211.5,70.24,10.77,52.61,5.22,1.517,6.218,32.37434732
icr014924,True,0.039,1.067,6.996132327000001,1176.0,0.1723,948.1,2.837,242.5,82.89,237.9,81.74,17.83,23.34,5.7070000000000025,1.0590000000000002,5.959,48.5240098
icr014944,True,0.036000000000000004,1.5519999999999998,5.639461193,1307.0,0.1281,770.3,3.157,198.6,78.88,182.8,50.08,17.36,32.09,7.474,1.147,5.6960000000000015,55.44392181
icr014963,True,0.033,1.067,3.628356545,591.7,0.0691,536.9,1.6840000000000002,169.1,74.73,86.13,56.89,9.41,11.13,6.507999999999999,1.3119999999999998,6.029,102.9835222
icr014964,True,0.031,1.067,3.133691139,629.1,0.0501,475.3,1.997,172.4,37.17,75.33,45.0,9.1,8.359,5.377000000000002,1.5319999999999998,5.936,30.47490587
icr014983,True,0.068,1.067,7.716039462,1372.0,0.2589,1256.0,6.723,149.4,79.04,139.1,75.9,19.39,9.369,6.6560000000000015,1.149,6.115,35.54273195
icr014984,True,0.038,1.067,8.407648644,1327.0,0.2134,1322.0,6.384,150.9,88.24,161.3,67.16,54.95,9.637,8.408,1.068,5.8610000000000015,70.77379943
icr015003,True,0.048,0.7759999999999999,3.909439042,522.1,0.236,599.5,4.399,195.7,90.97,75.28,327.7,13.14,59.37,6.752999999999999,2.028,6.1560000000000015,103.4273673
icr015004,True,0.032,0.97,3.589188159,638.3,0.1978,561.4,6.517,231.8,62.88,66.6,353.7,16.32,7.282,6.7970000000000015,1.766,6.084,16.11770122
icr015023,True,0.066,0.7759999999999999,11.97231147,1090.0,0.6593,1710.0,3.982,319.7,141.6,347.9,79.84,42.54,35.19,6.126,2.49,6.095,32.31573786
icr015024,True,0.049,1.261,13.33683327,1119.0,0.2923,1851.0,6.279,291.6,84.66,425.5,69.4,80.22,9.266,5.3870000000000005,1.666,6.212999999999999,59.62193022
icr015043,True,0.064,0.7759999999999999,4.483206664,605.0,0.1537,605.9,1.811,142.3,135.3,126.2,73.48,14.88,11.7,8.388,2.252,6.165,83.597269
icr015044,True,0.194,1.067,6.891757212999999,949.8,0.2104,981.1,2.863,161.9,85.67,199.7,73.48,26.85,6.171,9.161,1.07,5.608,8.719600023
icr015432,True,0.482,0.19,11.2661286,512.1,0.9789,1727.0,2.015,137.8,136.9,254.3,155.5,41.25,11.59,16.19,4.194,6.148,10.74145114
icr015433,True,0.131,0.285,4.703472374,588.2,0.3109,621.9,0.9295,178.6,91.41,136.8,42.02,52.81,6.581,13.42,2.489,5.247999999999998,48.44779221
icr015452,True,0.141,0.095,10.3470108,550.2,0.9682,1694.0,2.251,92.8,77.41,178.1,195.7,47.64,7.805,10.94,3.1060000000000003,7.529,36.26034447
